file,pipeline,base_design,trojan_type,variant,rewrite_rate,label,gates,trojan_gates,bytes
top2_trojan2_4_netlist.v,design_compiler,top2,2,4,,TROJANED,1296,31,54870
top2_trojan2_5_netlist.v,design_compiler,top2,2,5,,TROJANED,1304,37,55368
top2_trojan2_6_netlist.v,design_compiler,top2,2,6,,TROJANED,1312,43,55868
top2_trojan2_7_netlist.v,design_compiler,top2,2,7,,TROJANED,1320,49,56368
top2_trojan2_8_netlist.v,design_compiler,top2,2,8,,TROJANED,1328,55,56867
top2_trojan2_9_netlist.v,design_compiler,top2,2,9,,TROJANED,1336,61,57367
top2_trojan3_0_netlist.v,design_compiler,top2,3,0,,TROJANED,1125,102,48598
top2_trojan3_10_netlist.v,design_compiler,top2,3,10,,TROJANED,1179,156,51906
top2_trojan3_11_netlist.v,design_compiler,top2,3,11,,TROJANED,1187,164,52358
top2_trojan3_12_netlist.v,design_compiler,top2,3,12,,TROJANED,1195,172,52810
top2_trojan3_13_netlist.v,design_compiler,top2,3,13,,TROJANED,985,65,42645
top2_trojan3_14_netlist.v,design_compiler,top2,3,14,,TROJANED,1033,86,44643
top2_trojan3_15_netlist.v,design_compiler,top2,3,15,,TROJANED,1064,92,45893
top2_trojan3_16_netlist.v,design_compiler,top2,3,16,,TROJANED,1089,92,47062
top2_trojan3_17_netlist.v,design_compiler,top2,3,17,,TROJANED,1159,112,50615
top2_trojan3_18_netlist.v,design_compiler,top2,3,18,,TROJANED,1185,122,51882
top2_trojan3_19_netlist.v,design_compiler,top2,3,19,,TROJANED,1211,132,53140
top2_trojan3_1_netlist.v,design_compiler,top2,3,1,,TROJANED,1195,172,51977
top2_trojan3_20_netlist.v,design_compiler,top2,3,20,,TROJANED,1237,142,54405
top2_trojan3_21_netlist.v,design_compiler,top2,3,21,,TROJANED,1023,103,44576
top2_trojan3_22_netlist.v,design_compiler,top2,3,22,,TROJANED,1275,180,56507
top2_trojan3_23_netlist.v,design_compiler,top2,3,23,,TROJANED,1055,135,46256
top2_trojan3_24_netlist.v,design_compiler,top2,3,24,,TROJANED,1307,212,58299
top2_trojan3_2_netlist.v,design_compiler,top2,3,2,,TROJANED,1137,114,49129
top2_trojan3_3_netlist.v,design_compiler,top2,3,3,,TROJANED,1113,90,47954
top2_trojan3_4_netlist.v,design_compiler,top2,3,4,,TROJANED,1120,97,48321
top2_trojan3_5_netlist.v,design_compiler,top2,3,5,,TROJANED,1132,109,48965
top2_trojan3_6_netlist.v,design_compiler,top2,3,6,,TROJANED,1147,124,49752
top2_trojan3_7_netlist.v,design_compiler,top2,3,7,,TROJANED,1155,132,50552
top2_trojan3_8_netlist.v,design_compiler,top2,3,8,,TROJANED,1163,140,51003
top2_trojan3_9_netlist.v,design_compiler,top2,3,9,,TROJANED,1171,148,51455
top2_trojan4_0_netlist.v,design_compiler,top2,4,0,,TROJANED,579,148,26360
top2_trojan4_10_netlist.v,design_compiler,top2,4,10,,TROJANED,595,164,27596
top2_trojan4_11_netlist.v,design_compiler,top2,4,11,,TROJANED,483,52,20246
top2_trojan4_12_netlist.v,design_compiler,top2,4,12,,TROJANED,491,60,20910
top2_trojan4_13_netlist.v,design_compiler,top2,4,13,,TROJANED,515,84,22284
top2_trojan4_14_netlist.v,design_compiler,top2,4,14,,TROJANED,523,92,22948
top2_trojan4_15_netlist.v,design_compiler,top2,4,15,,TROJANED,547,116,24322
top2_trojan4_16_netlist.v,design_compiler,top2,4,16,,TROJANED,555,124,24986
top2_trojan4_17_netlist.v,design_compiler,top2,4,17,,TROJANED,587,156,27024
top2_trojan4_18_netlist.v,design_compiler,top2,4,18,,TROJANED,611,180,28398
top2_trojan4_19_netlist.v,design_compiler,top2,4,19,,TROJANED,619,188,29062
top2_trojan4_1_netlist.v,design_compiler,top2,4,1,,TROJANED,579,148,26360
top2_trojan4_20_netlist.v,design_compiler,top2,4,20,,TROJANED,643,212,30436
top2_trojan4_21_netlist.v,design_compiler,top2,4,21,,TROJANED,651,220,31114
top2_trojan4_22_netlist.v,design_compiler,top2,4,22,,TROJANED,686,255,33100
top2_trojan4_23_netlist.v,design_compiler,top2,4,23,,TROJANED,697,266,33914
top2_trojan4_24_netlist.v,design_compiler,top2,4,24,,TROJANED,731,292,35573
top2_trojan4_2_netlist.v,design_compiler,top2,4,2,,TROJANED,579,148,26360
top2_trojan4_3_netlist.v,design_compiler,top2,4,3,,TROJANED,581,150,26520
top2_trojan4_4_netlist.v,design_compiler,top2,4,4,,TROJANED,583,152,26680
top2_trojan4_5_netlist.v,design_compiler,top2,4,5,,TROJANED,585,154,26840
top2_trojan4_6_netlist.v,design_compiler,top2,4,6,,TROJANED,587,156,27000
top2_trojan4_7_netlist.v,design_compiler,top2,4,7,,TROJANED,589,158,27160
top2_trojan4_8_netlist.v,design_compiler,top2,4,8,,TROJANED,591,160,27312
top2_trojan4_9_netlist.v,design_compiler,top2,4,9,,TROJANED,593,162,27464
top2_trojan5_0_netlist.v,design_compiler,top2,5,0,,TROJANED,1239,41,59523
top2_trojan5_10_netlist.v,design_compiler,top2,5,10,,TROJANED,1239,41,59523
top2_trojan5_11_netlist.v,design_compiler,top2,5,11,,TROJANED,1239,41,59523
top2_trojan5_12_netlist.v,design_compiler,top2,5,12,,TROJANED,1239,41,59523
top2_trojan5_13_netlist.v,design_compiler,top2,5,13,,TROJANED,1203,17,58115
top2_trojan5_14_netlist.v,design_compiler,top2,5,14,,TROJANED,1217,27,58711
top2_trojan5_15_netlist.v,design_compiler,top2,5,15,,TROJANED,1219,25,58786
top2_trojan5_16_netlist.v,design_compiler,top2,5,16,,TROJANED,1229,30,59249
top2_trojan5_17_netlist.v,design_compiler,top2,5,17,,TROJANED,1229,30,59271
top2_trojan5_18_netlist.v,design_compiler,top2,5,18,,TROJANED,1229,30,59293
top2_trojan5_19_netlist.v,design_compiler,top2,5,19,,TROJANED,1229,30,59315
top2_trojan5_1_netlist.v,design_compiler,top2,5,1,,TROJANED,1240,42,59565
top2_trojan5_20_netlist.v,design_compiler,top2,5,20,,TROJANED,1229,30,59337
top2_trojan5_21_netlist.v,design_compiler,top2,5,21,,TROJANED,1238,40,59479
top2_trojan5_22_netlist.v,design_compiler,top2,5,22,,TROJANED,1241,43,59599
top2_trojan5_23_netlist.v,design_compiler,top2,5,23,,TROJANED,1241,43,59616
top2_trojan5_24_netlist.v,design_compiler,top2,5,24,,TROJANED,1241,43,59599
top2_trojan5_2_netlist.v,design_compiler,top2,5,2,,TROJANED,1239,41,59522
top2_trojan5_3_netlist.v,design_compiler,top2,5,3,,TROJANED,1268,70,60897
top2_trojan5_4_netlist.v,design_compiler,top2,5,4,,TROJANED,1246,48,59808
top2_trojan5_5_netlist.v,design_compiler,top2,5,5,,TROJANED,1237,41,59427
top2_trojan5_6_netlist.v,design_compiler,top2,5,6,,TROJANED,1237,41,59427
top2_trojan5_7_netlist.v,design_compiler,top2,5,7,,TROJANED,1239,41,59540
top2_trojan5_8_netlist.v,design_compiler,top2,5,8,,TROJANED,1239,41,59523
top2_trojan5_9_netlist.v,design_compiler,top2,5,9,,TROJANED,1239,41,59523
top2_trojan6_0_netlist.v,design_compiler,top2,6,0,,TROJANED,1081,34,48071
top2_trojan6_10_netlist.v,design_compiler,top2,6,10,,TROJANED,1098,49,48769
top2_trojan6_11_netlist.v,design_compiler,top2,6,11,,TROJANED,1102,53,48936
top2_trojan6_12_netlist.v,design_compiler,top2,6,12,,TROJANED,1106,57,49102
top2_trojan6_13_netlist.v,design_compiler,top2,6,13,,TROJANED,1111,62,49303
top2_trojan6_14_netlist.v,design_compiler,top2,6,14,,TROJANED,1114,65,49434
top2_trojan6_15_netlist.v,design_compiler,top2,6,15,,TROJANED,1023,34,45657
top2_trojan6_16_netlist.v,design_compiler,top2,6,16,,TROJANED,1050,34,46783
top2_trojan6_17_netlist.v,design_compiler,top2,6,17,,TROJANED,1083,34,48149
top2_trojan6_18_netlist.v,design_compiler,top2,6,18,,TROJANED,1083,34,48149
top2_trojan6_19_netlist.v,design_compiler,top2,6,19,,TROJANED,1083,34,48149
top2_trojan6_1_netlist.v,design_compiler,top2,6,1,,TROJANED,1081,34,48071
top2_trojan6_20_netlist.v,design_compiler,top2,6,20,,TROJANED,1083,34,48149
top2_trojan6_21_netlist.v,design_compiler,top2,6,21,,TROJANED,1109,62,49318
top2_trojan6_22_netlist.v,design_compiler,top2,6,22,,TROJANED,1080,33,48036
top2_trojan6_23_netlist.v,design_compiler,top2,6,23,,TROJANED,1081,34,48071
top2_trojan6_24_netlist.v,design_compiler,top2,6,24,,TROJANED,1082,35,48107
top2_trojan6_2_netlist.v,design_compiler,top2,6,2,,TROJANED,1080,33,48036
top2_trojan6_3_netlist.v,design_compiler,top2,6,3,,TROJANED,1006,17,44873
top2_trojan6_4_netlist.v,design_compiler,top2,6,4,,TROJANED,1026,22,45720
top2_trojan6_5_netlist.v,design_compiler,top2,6,5,,TROJANED,1044,25,46492
top2_trojan6_6_netlist.v,design_compiler,top2,6,6,,TROJANED,1061,29,47222
top2_trojan6_7_netlist.v,design_compiler,top2,6,7,,TROJANED,1086,37,48283
top2_trojan6_8_netlist.v,design_compiler,top2,6,8,,TROJANED,1090,41,48445
top2_trojan6_9_netlist.v,design_compiler,top2,6,9,,TROJANED,1094,45,48607
top2_trojan7_0_netlist.v,design_compiler,top2,7,0,,TROJANED,796,67,31247
top2_trojan7_10_netlist.v,design_compiler,top2,7,10,,TROJANED,828,99,32576
top2_trojan7_11_netlist.v,design_compiler,top2,7,11,,TROJANED,837,108,32950
top2_trojan7_12_netlist.v,design_compiler,top2,7,12,,TROJANED,844,115,33256
top2_trojan7_13_netlist.v,design_compiler,top2,7,13,,TROJANED,853,124,33630
top2_trojan7_14_netlist.v,design_compiler,top2,7,14,,TROJANED,860,131,33935
top2_trojan7_15_netlist.v,design_compiler,top2,7,15,,TROJANED,796,67,31247
top2_trojan7_16_netlist.v,design_compiler,top2,7,16,,TROJANED,796,67,31247
top2_trojan7_17_netlist.v,design_compiler,top2,7,17,,TROJANED,796,67,31247
top2_trojan7_18_netlist.v,design_compiler,top2,7,18,,TROJANED,796,67,31247
top2_trojan7_19_netlist.v,design_compiler,top2,7,19,,TROJANED,796,67,31247
top2_trojan7_1_netlist.v,design_compiler,top2,7,1,,TROJANED,796,67,31247
top2_trojan7_20_netlist.v,design_compiler,top2,7,20,,TROJANED,796,67,31247
top2_trojan7_21_netlist.v,design_compiler,top2,7,21,,TROJANED,794,65,31175
top2_trojan7_22_netlist.v,design_compiler,top2,7,22,,TROJANED,795,66,31211
top2_trojan7_23_netlist.v,design_compiler,top2,7,23,,TROJANED,797,68,31295
top2_trojan7_24_netlist.v,design_compiler,top2,7,24,,TROJANED,798,69,31343
top2_trojan7_2_netlist.v,design_compiler,top2,7,2,,TROJANED,794,65,31171
top2_trojan7_3_netlist.v,design_compiler,top2,7,3,,TROJANED,765,36,29937
top2_trojan7_4_netlist.v,design_compiler,top2,7,4,,TROJANED,772,43,30235
top2_trojan7_5_netlist.v,design_compiler,top2,7,5,,TROJANED,780,51,30568
top2_trojan7_6_netlist.v,design_compiler,top2,7,6,,TROJANED,789,60,30942
top2_trojan7_7_netlist.v,design_compiler,top2,7,7,,TROJANED,804,75,31579
top2_trojan7_8_netlist.v,design_compiler,top2,7,8,,TROJANED,813,84,31945
top2_trojan7_9_netlist.v,design_compiler,top2,7,9,,TROJANED,821,92,32277
top2_trojan8_0_netlist.v,design_compiler,top2,8,0,,TROJANED,6136,5424,271933
top2_trojan8_10_netlist.v,design_compiler,top2,8,10,,TROJANED,265,134,10786
top2_trojan8_11_netlist.v,design_compiler,top2,8,11,,TROJANED,298,13,12179
top2_trojan8_12_netlist.v,design_compiler,top2,8,12,,TROJANED,187,56,7604
top2_trojan8_13_netlist.v,design_compiler,top2,8,13,,TROJANED,259,141,10553
top2_trojan8_14_netlist.v,design_compiler,top2,8,14,,TROJANED,334,197,13696
top2_trojan8_15_netlist.v,design_compiler,top2,8,15,,TROJANED,90,19,3976
top2_trojan8_16_netlist.v,design_compiler,top2,8,16,,TROJANED,6065,5353,268835
top2_trojan8_17_netlist.v,design_compiler,top2,8,17,,TROJANED,6116,5404,271056
top2_trojan8_18_netlist.v,design_compiler,top2,8,18,,TROJANED,344,52,14014
top2_trojan8_19_netlist.v,design_compiler,top2,8,19,,TROJANED,1201,500,49402
top2_trojan8_1_netlist.v,design_compiler,top2,8,1,,TROJANED,71,15,3225
top2_trojan8_20_netlist.v,design_compiler,top2,8,20,,TROJANED,928,620,37357
top2_trojan8_21_netlist.v,design_compiler,top2,8,21,,TROJANED,1442,1108,60606
top2_trojan8_22_netlist.v,design_compiler,top2,8,22,,TROJANED,2668,1967,115410
top2_trojan8_23_netlist.v,design_compiler,top2,8,23,,TROJANED,4710,4011,207150
top2_trojan8_24_netlist.v,design_compiler,top2,8,24,,TROJANED,4242,3934,186054
top2_trojan8_2_netlist.v,design_compiler,top2,8,2,,TROJANED,80,16,3605
top2_trojan8_3_netlist.v,design_compiler,top2,8,3,,TROJANED,298,13,12179
top2_trojan8_4_netlist.v,design_compiler,top2,8,4,,TROJANED,298,13,12179
top2_trojan8_5_netlist.v,design_compiler,top2,8,5,,TROJANED,187,56,7604
top2_trojan8_6_netlist.v,design_compiler,top2,8,6,,TROJANED,188,63,7654
top2_trojan8_7_netlist.v,design_compiler,top2,8,7,,TROJANED,255,141,10386
top2_trojan8_8_netlist.v,design_compiler,top2,8,8,,TROJANED,325,194,13279
top2_trojan8_9_netlist.v,design_compiler,top2,8,9,,TROJANED,331,194,13481
top2_trojan9_0_netlist.v,design_compiler,top2,9,0,,TROJANED,2322,2133,100038
top2_trojan9_10_netlist.v,design_compiler,top2,9,10,,TROJANED,787,636,32342
top2_trojan9_11_netlist.v,design_compiler,top2,9,11,,TROJANED,817,628,33960
top2_trojan9_12_netlist.v,design_compiler,top2,9,12,,TROJANED,853,664,35347
top2_trojan9_13_netlist.v,design_compiler,top2,9,13,,TROJANED,1532,1343,64699
top2_trojan9_14_netlist.v,design_compiler,top2,9,14,,TROJANED,1047,858,43156
top2_trojan9_15_netlist.v,design_compiler,top2,9,15,,TROJANED,1126,965,46341
top2_trojan9_16_netlist.v,design_compiler,top2,9,16,,TROJANED,1918,1742,81596
top2_trojan9_17_netlist.v,design_compiler,top2,9,17,,TROJANED,2363,2174,101936
top2_trojan9_18_netlist.v,design_compiler,top2,9,18,,TROJANED,3739,3546,162736
top2_trojan9_19_netlist.v,design_compiler,top2,9,19,,TROJANED,4261,4063,185749
top2_trojan9_1_netlist.v,design_compiler,top2,9,1,,TROJANED,717,661,28707
top2_trojan9_20_netlist.v,design_compiler,top2,9,20,,TROJANED,679,518,28039
top2_trojan9_21_netlist.v,design_compiler,top2,9,21,,TROJANED,8729,8531,386177
top2_trojan9_22_netlist.v,design_compiler,top2,9,22,,TROJANED,2322,2133,100127
top2_trojan9_23_netlist.v,design_compiler,top2,9,23,,TROJANED,2315,2126,99809
top2_trojan9_24_netlist.v,design_compiler,top2,9,24,,TROJANED,2332,2143,100550
top2_trojan9_2_netlist.v,design_compiler,top2,9,2,,TROJANED,1072,974,43503
top2_trojan9_3_netlist.v,design_compiler,top2,9,3,,TROJANED,320,272,13072
top2_trojan9_4_netlist.v,design_compiler,top2,9,4,,TROJANED,2135,2018,91374
top2_trojan9_5_netlist.v,design_compiler,top2,9,5,,TROJANED,1910,1721,81619
top2_trojan9_6_netlist.v,design_compiler,top2,9,6,,TROJANED,2004,1815,85833
top2_trojan9_7_netlist.v,design_compiler,top2,9,7,,TROJANED,1883,1694,80405
top2_trojan9_8_netlist.v,design_compiler,top2,9,8,,TROJANED,1948,1759,83383
top2_trojan9_9_netlist.v,design_compiler,top2,9,9,,TROJANED,2117,1966,90571
top3_trojan0_0_netlist.v,design_compiler,top3,0,0,,TROJANED,1278,121,59278
top3_trojan0_10_netlist.v,design_compiler,top3,0,10,,TROJANED,1302,145,60829
top3_trojan0_11_netlist.v,design_compiler,top3,0,11,,TROJANED,1224,67,55071
top3_trojan0_12_netlist.v,design_compiler,top3,0,12,,TROJANED,1242,85,56474
top3_trojan0_13_netlist.v,design_compiler,top3,0,13,,TROJANED,1260,103,57876
top3_trojan0_14_netlist.v,design_compiler,top3,0,14,,TROJANED,1296,139,60680
top3_trojan0_15_netlist.v,design_compiler,top3,0,15,,TROJANED,1314,157,62084
top3_trojan0_16_netlist.v,design_compiler,top3,0,16,,TROJANED,1332,175,63511
top3_trojan0_17_netlist.v,design_compiler,top3,0,17,,TROJANED,1350,193,64951
top3_trojan0_18_netlist.v,design_compiler,top3,0,18,,TROJANED,1204,58,53874
top3_trojan0_19_netlist.v,design_compiler,top3,0,19,,TROJANED,1233,76,55774
top3_trojan0_1_netlist.v,design_compiler,top3,0,1,,TROJANED,1278,121,59278
top3_trojan0_20_netlist.v,design_compiler,top3,0,20,,TROJANED,1251,94,57176
top3_trojan0_21_netlist.v,design_compiler,top3,0,21,,TROJANED,1269,112,58576
top3_trojan0_22_netlist.v,design_compiler,top3,0,22,,TROJANED,1287,130,59978
top3_trojan0_23_netlist.v,design_compiler,top3,0,23,,TROJANED,1305,148,61381
top3_trojan0_24_netlist.v,design_compiler,top3,0,24,,TROJANED,1323,166,62794
top3_trojan0_2_netlist.v,design_compiler,top3,0,2,,TROJANED,1341,184,64230
top3_trojan0_3_netlist.v,design_compiler,top3,0,3,,TROJANED,1270,113,58756
top3_trojan0_4_netlist.v,design_compiler,top3,0,4,,TROJANED,1274,117,59015
top3_trojan0_5_netlist.v,design_compiler,top3,0,5,,TROJANED,1277,120,59305
top3_trojan0_6_netlist.v,design_compiler,top3,0,6,,TROJANED,1286,129,59794
top3_trojan0_7_netlist.v,design_compiler,top3,0,7,,TROJANED,1290,133,60051
top3_trojan0_8_netlist.v,design_compiler,top3,0,8,,TROJANED,1294,137,60313
top3_trojan0_9_netlist.v,design_compiler,top3,0,9,,TROJANED,1293,136,60341
top3_trojan1_0_netlist.v,design_compiler,top3,1,0,,TROJANED,979,17,40295
top3_trojan1_10_netlist.v,design_compiler,top3,1,10,,TROJANED,1060,98,43988
top3_trojan1_11_netlist.v,design_compiler,top3,1,11,,TROJANED,1067,105,44317
top3_trojan1_12_netlist.v,design_compiler,top3,1,12,,TROJANED,1074,112,44646
top3_trojan1_13_netlist.v,design_compiler,top3,1,13,,TROJANED,978,16,40246
top3_trojan1_14_netlist.v,design_compiler,top3,1,14,,TROJANED,979,17,40285
top3_trojan1_15_netlist.v,design_compiler,top3,1,15,,TROJANED,978,16,40251
top3_trojan1_16_netlist.v,design_compiler,top3,1,16,,TROJANED,979,17,40285
top3_trojan1_17_netlist.v,design_compiler,top3,1,17,,TROJANED,978,16,40251
top3_trojan1_18_netlist.v,design_compiler,top3,1,18,,TROJANED,979,17,40291
top3_trojan1_19_netlist.v,design_compiler,top3,1,19,,TROJANED,979,17,40290
top3_trojan1_1_netlist.v,design_compiler,top3,1,1,,TROJANED,987,25,40627
top3_trojan1_20_netlist.v,design_compiler,top3,1,20,,TROJANED,979,17,40291
top3_trojan1_21_netlist.v,design_compiler,top3,1,21,,TROJANED,980,18,40331
top3_trojan1_22_netlist.v,design_compiler,top3,1,22,,TROJANED,981,19,40365
top3_trojan1_23_netlist.v,design_compiler,top3,1,23,,TROJANED,980,18,40331
top3_trojan1_24_netlist.v,design_compiler,top3,1,24,,TROJANED,992,30,40811
top3_trojan1_2_netlist.v,design_compiler,top3,1,2,,TROJANED,1005,43,41426
top3_trojan1_3_netlist.v,design_compiler,top3,1,3,,TROJANED,1012,50,41756
top3_trojan1_4_netlist.v,design_compiler,top3,1,4,,TROJANED,1019,57,42086
top3_trojan1_5_netlist.v,design_compiler,top3,1,5,,TROJANED,1026,64,42416
top3_trojan1_6_netlist.v,design_compiler,top3,1,6,,TROJANED,1033,71,42746
top3_trojan1_7_netlist.v,design_compiler,top3,1,7,,TROJANED,1038,76,42994
top3_trojan1_8_netlist.v,design_compiler,top3,1,8,,TROJANED,1046,84,43330
top3_trojan1_9_netlist.v,design_compiler,top3,1,9,,TROJANED,1053,91,43659
top3_trojan2_0_netlist.v,design_compiler,top3,2,0,,TROJANED,992,25,42952
top3_trojan2_10_netlist.v,design_compiler,top3,2,10,,TROJANED,1034,67,45161
top3_trojan2_11_netlist.v,design_compiler,top3,2,11,,TROJANED,1040,73,45477
top3_trojan2_12_netlist.v,design_compiler,top3,2,12,,TROJANED,984,21,42612
top3_trojan2_13_netlist.v,design_compiler,top3,2,13,,TROJANED,989,24,42816
top3_trojan2_14_netlist.v,design_compiler,top3,2,14,,TROJANED,996,29,43178
top3_trojan2_15_netlist.v,design_compiler,top3,2,15,,TROJANED,1000,33,43411
top3_trojan2_16_netlist.v,design_compiler,top3,2,16,,TROJANED,1004,37,43645
top3_trojan2_17_netlist.v,design_compiler,top3,2,17,,TROJANED,1008,41,43881
top3_trojan2_18_netlist.v,design_compiler,top3,2,18,,TROJANED,1013,46,44153
top3_trojan2_19_netlist.v,design_compiler,top3,2,19,,TROJANED,1016,49,44355
top3_trojan2_1_netlist.v,design_compiler,top3,2,1,,TROJANED,992,25,42952
top3_trojan2_20_netlist.v,design_compiler,top3,2,20,,TROJANED,1021,54,44627
top3_trojan2_21_netlist.v,design_compiler,top3,2,21,,TROJANED,1024,57,44829
top3_trojan2_22_netlist.v,design_compiler,top3,2,22,,TROJANED,1016,49,44292
top3_trojan2_23_netlist.v,design_compiler,top3,2,23,,TROJANED,1040,73,45477
top3_trojan2_24_netlist.v,design_compiler,top3,2,24,,TROJANED,976,13,42158
top3_trojan2_2_netlist.v,design_compiler,top3,2,2,,TROJANED,976,13,42158
top3_trojan2_3_netlist.v,design_compiler,top3,2,3,,TROJANED,984,19,42553
top3_trojan2_4_netlist.v,design_compiler,top3,2,4,,TROJANED,998,31,43258
top3_trojan2_5_netlist.v,design_compiler,top3,2,5,,TROJANED,1004,37,43573
top3_trojan2_6_netlist.v,design_compiler,top3,2,6,,TROJANED,1010,43,43893
top3_trojan2_7_netlist.v,design_compiler,top3,2,7,,TROJANED,1016,49,44292
top3_trojan2_8_netlist.v,design_compiler,top3,2,8,,TROJANED,1022,55,44529
top3_trojan2_9_netlist.v,design_compiler,top3,2,9,,TROJANED,1028,61,44845
top3_trojan3_0_netlist.v,design_compiler,top3,3,0,,TROJANED,838,102,35782
top3_trojan3_10_netlist.v,design_compiler,top3,3,10,,TROJANED,892,156,38514
top3_trojan3_11_netlist.v,design_compiler,top3,3,11,,TROJANED,900,164,38926
top3_trojan3_12_netlist.v,design_compiler,top3,3,12,,TROJANED,908,172,39338
top3_trojan3_13_netlist.v,design_compiler,top3,3,13,,TROJANED,723,65,30859
top3_trojan3_14_netlist.v,design_compiler,top3,3,14,,TROJANED,764,86,32573
top3_trojan3_15_netlist.v,design_compiler,top3,3,15,,TROJANED,798,92,33939
top3_trojan3_16_netlist.v,design_compiler,top3,3,16,,TROJANED,816,92,34834
top3_trojan3_17_netlist.v,design_compiler,top3,3,17,,TROJANED,886,112,37864
top3_trojan3_18_netlist.v,design_compiler,top3,3,18,,TROJANED,926,122,39566
top3_trojan3_19_netlist.v,design_compiler,top3,3,19,,TROJANED,966,132,41268
top3_trojan3_1_netlist.v,design_compiler,top3,3,1,,TROJANED,908,172,38526
top3_trojan3_20_netlist.v,design_compiler,top3,3,20,,TROJANED,1006,142,42976
top3_trojan3_21_netlist.v,design_compiler,top3,3,21,,TROJANED,761,103,32767
top3_trojan3_22_netlist.v,design_compiler,top3,3,22,,TROJANED,1044,180,44922
top3_trojan3_23_netlist.v,design_compiler,top3,3,23,,TROJANED,793,135,34415
top3_trojan3_24_netlist.v,design_compiler,top3,3,24,,TROJANED,1076,212,46602
top3_trojan3_2_netlist.v,design_compiler,top3,3,2,,TROJANED,850,114,36301
top3_trojan3_3_netlist.v,design_compiler,top3,3,3,,TROJANED,826,90,35150
top3_trojan3_4_netlist.v,design_compiler,top3,3,4,,TROJANED,833,97,35510
top3_trojan3_5_netlist.v,design_compiler,top3,3,5,,TROJANED,845,109,36142
top3_trojan3_6_netlist.v,design_compiler,top3,3,6,,TROJANED,860,124,36866
top3_trojan3_7_netlist.v,design_compiler,top3,3,7,,TROJANED,868,132,37278
top3_trojan3_8_netlist.v,design_compiler,top3,3,8,,TROJANED,876,140,37690
top3_trojan3_9_netlist.v,design_compiler,top3,3,9,,TROJANED,884,148,38102
top3_trojan4_0_netlist.v,design_compiler,top3,4,0,,TROJANED,1680,150,80312
top3_trojan4_10_netlist.v,design_compiler,top3,4,10,,TROJANED,1697,167,81695
top3_trojan4_11_netlist.v,design_compiler,top3,4,11,,TROJANED,1390,52,65076
top3_trojan4_12_netlist.v,design_compiler,top3,4,12,,TROJANED,1430,60,67143
top3_trojan4_13_netlist.v,design_compiler,top3,4,13,,TROJANED,1486,84,70128
top3_trojan4_14_netlist.v,design_compiler,top3,4,14,,TROJANED,1526,92,72200
top3_trojan4_15_netlist.v,design_compiler,top3,4,15,,TROJANED,1582,116,75064
top3_trojan4_16_netlist.v,design_compiler,top3,4,16,,TROJANED,1622,124,77140
top3_trojan4_17_netlist.v,design_compiler,top3,4,17,,TROJANED,1688,158,81032
top3_trojan4_18_netlist.v,design_compiler,top3,4,18,,TROJANED,1713,183,82577
top3_trojan4_19_netlist.v,design_compiler,top3,4,19,,TROJANED,1721,191,83297
top3_trojan4_1_netlist.v,design_compiler,top3,4,1,,TROJANED,1680,150,80312
top3_trojan4_20_netlist.v,design_compiler,top3,4,20,,TROJANED,1746,216,84842
top3_trojan4_21_netlist.v,design_compiler,top3,4,21,,TROJANED,1755,225,85611
top3_trojan4_22_netlist.v,design_compiler,top3,4,22,,TROJANED,1786,256,87408
top3_trojan4_23_netlist.v,design_compiler,top3,4,23,,TROJANED,1796,266,88225
top3_trojan4_24_netlist.v,design_compiler,top3,4,24,,TROJANED,1950,292,94476
top3_trojan4_2_netlist.v,design_compiler,top3,4,2,,TROJANED,1680,150,80312
top3_trojan4_3_netlist.v,design_compiler,top3,4,3,,TROJANED,1682,152,80486
top3_trojan4_4_netlist.v,design_compiler,top3,4,4,,TROJANED,1684,154,80660
top3_trojan4_5_netlist.v,design_compiler,top3,4,5,,TROJANED,1686,156,80834
top3_trojan4_6_netlist.v,design_compiler,top3,4,6,,TROJANED,1688,158,81008
top3_trojan4_7_netlist.v,design_compiler,top3,4,7,,TROJANED,1690,160,81182
top3_trojan4_8_netlist.v,design_compiler,top3,4,8,,TROJANED,1693,163,81383
top3_trojan4_9_netlist.v,design_compiler,top3,4,9,,TROJANED,1695,165,81549
top3_trojan5_0_netlist.v,design_compiler,top3,5,0,,TROJANED,696,41,34592
top3_trojan5_10_netlist.v,design_compiler,top3,5,10,,TROJANED,696,41,34568
top3_trojan5_11_netlist.v,design_compiler,top3,5,11,,TROJANED,696,41,34568
top3_trojan5_12_netlist.v,design_compiler,top3,5,12,,TROJANED,696,41,34568
top3_trojan5_13_netlist.v,design_compiler,top3,5,13,,TROJANED,660,17,33220
top3_trojan5_14_netlist.v,design_compiler,top3,5,14,,TROJANED,674,27,33802
top3_trojan5_15_netlist.v,design_compiler,top3,5,15,,TROJANED,676,25,33875
top3_trojan5_16_netlist.v,design_compiler,top3,5,16,,TROJANED,686,30,34328
top3_trojan5_17_netlist.v,design_compiler,top3,5,17,,TROJANED,686,30,34350
top3_trojan5_18_netlist.v,design_compiler,top3,5,18,,TROJANED,686,30,34372
top3_trojan5_19_netlist.v,design_compiler,top3,5,19,,TROJANED,686,30,34394
top3_trojan5_1_netlist.v,design_compiler,top3,5,1,,TROJANED,697,42,34637
top3_trojan5_20_netlist.v,design_compiler,top3,5,20,,TROJANED,686,30,34416
